Station,Distance,Sample_Count,MSE,MAE,MAE_Percentage,Correlation
6,60,1140,0.003137740799768083,0.04814123115509792,49.77288760058956,0.2554563506571638
6,65,1141,0.003135718703534465,0.04812429659667978,49.74326825487231,0.2538056511874199
6,70,1141,0.003135718703534465,0.04812429659667978,49.74326825487231,0.2538056511874199
6,75,1143,0.0031314726813233508,0.0480746461331102,49.67900519838267,0.25402470348572964
6,80,1150,0.0031178321479797856,0.04792814528128547,49.52342125147774,0.25596194472463074
6,85,1169,0.0031120168376457943,0.04768628945835042,49.20115430177127,0.25440489540384853
6,90,1185,0.003101129204850604,0.047631079316578034,49.10488125678362,0.2565449335638355
6,95,1210,0.003091240404596259,0.04757378250700686,49.09275637883858,0.2572056958809636
6,100,1222,0.003071500200740631,0.04732765600448306,48.83656985241261,0.25741459182989695
6,105,1240,0.0030360450533863134,0.046920429603611535,48.36441058668716,0.24828399927291916
6,110,1254,0.003009855438020908,0.04663160726088115,48.044759757548604,0.25000970343087386
6,115,1258,0.00300936281654066,0.04661660908729065,48.05956134585357,0.2530074742277821
6,120,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,125,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,130,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,135,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,140,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,145,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,150,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,155,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
6,160,1260,0.0030085719855742084,0.04661994978715209,48.04978650795513,0.2541842757453858
