Station3,CNN,Sat_SM_SMAP,r2,Srad,-0.0109
Station3,CNN,Sat_SM_AMSR,mse,Ppt,0.0039
Station3,CNN,Sat_SM_AMSR,mse,Tair,0.0197
Station3,CNN,Sat_SM_AMSR,mse,RH,0.0090
Station3,CNN,Sat_SM_AMSR,mse,Windspeed,0.0156
Station3,CNN,Sat_SM_AMSR,mse,Winddirection,0.0105
Station3,CNN,Sat_SM_AMSR,mse,Srad,0.0039
Station3,CNN,Sat_SM_AMSR,mae,Ppt,-0.0021
Station3,CNN,Sat_SM_AMSR,mae,Tair,0.0077
Station3,CNN,Sat_SM_AMSR,mae,RH,-0.0023
Station3,CNN,Sat_SM_AMSR,mae,Windspeed,0.0091
Station3,CNN,Sat_SM_AMSR,mae,Winddirection,-0.0111
Station3,CNN,Sat_SM_AMSR,mae,Srad,-0.0032
Station3,CNN,Sat_SM_AMSR,mae_percentage,Ppt,-0.2158
Station3,CNN,Sat_SM_AMSR,mae_percentage,Tair,0.8099
Station3,CNN,Sat_SM_AMSR,mae_percentage,RH,-0.2413
Station3,CNN,Sat_SM_AMSR,mae_percentage,Windspeed,0.9539
Station3,CNN,Sat_SM_AMSR,mae_percentage,Winddirection,-1.1626
Station3,CNN,Sat_SM_AMSR,mae_percentage,Srad,-0.3346
Station3,CNN,Sat_SM_AMSR,r2,Ppt,-0.0043
Station3,CNN,Sat_SM_AMSR,r2,Tair,-0.0216
Station3,CNN,Sat_SM_AMSR,r2,RH,-0.0099
Station3,CNN,Sat_SM_AMSR,r2,Windspeed,-0.0171
Station3,CNN,Sat_SM_AMSR,r2,Winddirection,-0.0116
Station3,CNN,Sat_SM_AMSR,r2,Srad,-0.0043
Station3,CNN,Sat_SM_SMAP,performance,0.6068,0.5611,56.8538,0.3771
Station3,CNN,Sat_SM_AMSR,performance,0.8891,0.6616,69.3166,0.0240
Station3,Custom AR,Sat_SM_SMAP,mse,Ppt,0.4151
